team,inning,half,outs,batter,action,first,second,third,runs_scored,home_score,visitor_score
Cal-Poly,1,top,0,Cano,singled,1,0,0,0,0,0
Cal-Poly,1,top,1,Greene,reached on a fielder's choice,1,0,0,0,0,0
Cal-Poly,1,top,2,Beesley,reached on a fielder's choice,1,0,0,0,0,0
Cal-Poly,1,top,3,Emmerson,grounded out,1,0,0,0,0,0
Oklahoma,1,bottom,1,"Tredaway,T.",struck out swinging,0,0,0,0,0,0
Oklahoma,1,bottom,2,"Zaragoza,B.",fouled out,0,0,0,0,0,0
Oklahoma,1,bottom,2,"Ware,Brylie",singled,1,0,0,0,0,0
Oklahoma,1,bottom,3,"Lindsly,B.",struck out swinging,1,0,0,0,0,0
Cal-Poly,2,top,1,Samuelson,grounded out,0,0,0,0,0,0
Cal-Poly,2,top,2,DiCarlo,grounded out,0,0,0,0,0,0
Cal-Poly,2,top,2,Wagenseller,singled,1,0,0,0,0,0
Cal-Poly,2,top,2,Doherty,walked,1,1,0,0,0,0
Cal-Poly,2,top,2,Doherty,advanced on wild pitch,0,1,1,0,0,0
Cal-Poly,2,top,3,Cabrera,grounded out,0,1,1,0,0,0
Oklahoma,2,bottom,1,"McKenna,C.",flied out,0,0,0,0,0,0
Oklahoma,2,bottom,2,"Hardman,T.",struck out looking,0,0,0,0,0,0
Oklahoma,2,bottom,3,"Mitchell,J.",popped up,0,0,0,0,0,0
Cal-Poly,3,top,1,Cano,struck out looking,0,0,0,0,0,0
Cal-Poly,3,top,2,Greene,grounded out,0,0,0,0,0,0
Cal-Poly,3,top,2,Beesley,singled,1,0,0,0,0,0
Cal-Poly,3,top,3,Emmerson,grounded out,1,0,0,0,0,0
Oklahoma,3,bottom,1,"Brewster,B.",struck out swinging,0,0,0,0,0,0
Oklahoma,3,bottom,1,"Walla,Milan",singled,1,0,0,0,0,0
Oklahoma,3,bottom,2,"Tredaway,T.",grounded out,0,1,0,0,0,0
Oklahoma,3,bottom,2,"Zaragoza,B.",walked,1,1,0,0,0,0
Oklahoma,3,bottom,2,"Ware,Brylie",singled,1,0,1,1,1,0
Oklahoma,3,bottom,3,"Lindsly,B.",struck out swinging,1,0,1,0,1,0
Cal-Poly,4,top,1,Samuelson,struck out looking,0,0,0,0,1,0
Cal-Poly,4,top,1,DiCarlo,doubled,0,1,0,0,1,0
Cal-Poly,4,top,1,Wagenseller,singled,1,0,1,0,1,0
Cal-Poly,4,top,2,Doherty,struck out swinging,1,0,1,0,1,0
Cal-Poly,4,top,3,Cabrera,grounded out,1,0,1,0,1,0
Oklahoma,4,bottom,1,"McKenna,C.",struck out swinging,0,0,0,0,1,0
Oklahoma,4,bottom,2,"Hardman,T.",flied out,0,0,0,0,1,0
Oklahoma,4,bottom,3,"Mitchell,J.",grounded out,0,0,0,0,1,0
Cal-Poly,5,top,0,Cano,singled,1,0,0,0,1,0
Cal-Poly,5,top,1,Greene,grounded out,0,1,0,0,1,0
Cal-Poly,5,top,1,Beesley,walked,1,1,0,0,1,0
Cal-Poly,5,top,2,Emmerson,flied out,0,0,1,0,1,0
Cal-Poly,5,top,2,Samuelson,singled,1,1,0,1,1,1
Cal-Poly,5,top,3,DiCarlo,grounded out,1,1,0,0,1,1
Oklahoma,5,bottom,1,"Brewster,B.",flied out,0,0,0,0,1,1
Oklahoma,5,bottom,2,"Walla,Milan",popped up,0,0,0,0,1,1
Oklahoma,5,bottom,3,"Tredaway,T.",struck out swinging,0,0,0,0,1,1
Cal-Poly,6,top,1,Wagenseller,grounded out,0,0,0,0,1,1
Cal-Poly,6,top,1,Doherty,walked,1,0,0,0,1,1
Cal-Poly,6,top,3,Cabrera,grounded into double play ss,1,0,0,0,1,1
Oklahoma,6,bottom,0,"Zaragoza,B.",walked,1,0,0,0,1,1
Oklahoma,6,bottom,0,"Ware,Brylie",hit by pitch,1,1,0,0,1,1
Oklahoma,6,bottom,1,"Lindsly,B.",grounded out,0,1,1,0,1,1
Oklahoma,6,bottom,1,"Ware,Brylie",advanced on wild pitch,0,0,1,1,2,1
Oklahoma,6,bottom,1,"McKenna,C.",walked,1,0,1,0,2,1
Oklahoma,6,bottom,2,"Hardman,T.",flied out,1,0,1,1,3,1
Oklahoma,6,bottom,2,"McKenna,C.",stole,0,0,0,0,3,1
Oklahoma,6,bottom,3,"Mitchell,J.",struck out looking,0,0,0,0,3,1
Cal-Poly,7,top,1,Cano,struck out looking,0,0,0,0,3,1
Cal-Poly,7,top,2,Greene,grounded out,0,0,0,0,3,1
Cal-Poly,7,top,3,Beesley,struck out swinging,0,0,0,0,3,1
Oklahoma,7,bottom,1,"Brewster,B.",fouled out,0,0,0,0,3,1
Oklahoma,7,bottom,2,"Walla,Milan",struck out swinging,0,0,0,0,3,1
Oklahoma,7,bottom,3,"Tredaway,T.",grounded out,0,0,0,0,3,1
Cal-Poly,8,top,1,Emmerson,struck out swinging,0,0,0,0,3,1
Cal-Poly,8,top,1,Samuelson,walked,1,0,0,0,3,1
Cal-Poly,8,top,3,DiCarlo,grounded into double play 3b,1,0,0,0,3,1
Oklahoma,8,bottom,0,"Zaragoza,B.",singled,1,0,0,0,3,1
Oklahoma,8,bottom,1,"Ware,Brylie",grounded out,0,1,0,0,3,1
Oklahoma,8,bottom,1,"Lindsly,B.",walked,1,1,0,0,3,1
Oklahoma,8,bottom,2,"McKenna,C.",flied out,1,1,0,0,3,1
Oklahoma,8,bottom,2,"Hardman,T.",walked,1,1,1,0,3,1
Oklahoma,8,bottom,2,"Hardman,T.",advanced on wild pitch,0,1,1,1,4,1
Oklahoma,8,bottom,2,"Mitchell,J.",walked,1,1,1,0,4,1
Oklahoma,8,bottom,3,"Brewster,B.",out at first 1b,1,1,1,0,4,1
Cal-Poly,9,top,0,Wagenseller,walked,1,0,0,0,4,1
Cal-Poly,9,top,1,Doherty,grounded out,0,1,0,0,4,1
Cal-Poly,9,top,2,Taylor,grounded out,0,1,0,0,4,1
Cal-Poly,9,top,3,Cano,grounded out,0,1,0,0,4,1
Cal-Poly,1,top,1,Cano,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,1,Greene,ss,0,0,0,0,0,0
Cal-Poly,1,top,1,Beesley,doubled,0,1,0,1,0,1
Cal-Poly,1,top,2,Samuelson,flied out,0,1,0,0,0,1
Cal-Poly,1,top,3,DiCarlo,grounded out,0,1,0,0,0,1
Oklahoma,1,bottom,0,"Tredaway,T.",walked,1,0,0,0,0,1
Oklahoma,1,bottom,0,"Zaragoza,B.",walked,1,1,0,0,0,1
Oklahoma,1,bottom,0,"Ware,Brylie",singled,1,1,1,0,0,1
Oklahoma,1,bottom,1,"Lindsly,B.",fouled out,1,1,1,0,0,1
Oklahoma,1,bottom,2,"McKenna,C.",struck out swinging,1,1,1,0,0,1
Oklahoma,1,bottom,3,"Hardman,T.",flied out,1,1,1,0,0,1
Cal-Poly,2,top,1,Wagenseller,struck out looking,0,0,0,0,0,1
Cal-Poly,2,top,1,Emmerson,singled,1,0,0,0,0,1
Cal-Poly,2,top,2,Doherty,reached on a fielder's choice,1,0,0,0,0,1
Cal-Poly,2,top,3,Taylor,flied out,1,0,0,0,0,1
Oklahoma,2,bottom,0,"Mitchell,J.",doubled,0,1,0,0,0,1
Oklahoma,2,bottom,0,"Brewster,B.",hit by pitch,1,1,0,0,0,1
Oklahoma,2,bottom,1,"Walla,Milan",out at first p,0,1,1,0,0,1
Oklahoma,2,bottom,1,"Tredaway,T.",walked,1,1,1,0,0,1
Oklahoma,2,bottom,2,"Zaragoza,B.",choice,0,0,1,1,1,1
Oklahoma,2,bottom,3,"Ware,Brylie",struck out swinging,0,0,1,0,1,1
Cal-Poly,3,top,1,Cano,grounded out,0,0,0,0,1,1
Cal-Poly,3,top,2,Greene,flied out,0,0,0,0,1,1
Cal-Poly,3,top,2,Beesley,singled,1,0,0,0,1,1
Cal-Poly,3,top,3,Samuelson,flied out,1,0,0,0,1,1
Oklahoma,3,bottom,1,"Lindsly,B.",fouled out,0,0,0,0,1,1
Oklahoma,3,bottom,2,"McKenna,C.",flied out,0,0,0,0,1,1
Oklahoma,3,bottom,3,"Hardman,T.",grounded out,0,0,0,0,1,1
Cal-Poly,4,top,1,DiCarlo,grounded out,0,0,0,0,1,1
Cal-Poly,4,top,2,Wagenseller,grounded out,0,0,0,0,1,1
Cal-Poly,4,top,2,Emmerson,walked,1,0,0,0,1,1
Cal-Poly,4,top,3,Doherty,grounded out,1,0,0,0,1,1
Oklahoma,4,bottom,1,"Mitchell,J.",flied out,0,0,0,0,1,1
Oklahoma,4,bottom,1,"Brewster,B.",walked,1,0,0,0,1,1
Oklahoma,4,bottom,1,"Walla,Milan",ss,0,0,0,0,1,1
Oklahoma,4,bottom,2,"Tredaway,T.",flied out,0,0,0,1,2,1
Oklahoma,4,bottom,2,"Zaragoza,B.",singled,0,0,0,1,3,1
Oklahoma,4,bottom,2,"Ware,Brylie",intentionally walked.,1,0,0,0,3,1
Oklahoma,4,bottom,2,"Lindsly,B.",walked,1,1,1,0,3,1
Oklahoma,4,bottom,3,"McKenna,C.",flied out,1,1,1,0,3,1
Cal-Poly,5,top,0,"Vujovich,J.",,0,0,0,0,3,1
Cal-Poly,5,top,0,"Brewster,B.",,0,0,0,0,3,1
Cal-Poly,5,top,1,Taylor,grounded out,0,0,0,0,3,1
Cal-Poly,5,top,2,Cano,grounded out,0,0,0,0,3,1
Cal-Poly,5,top,2,Greene,singled,1,0,0,0,3,1
Cal-Poly,5,top,3,Beesley,doubled,0,1,0,0,3,1
Oklahoma,5,bottom,0,"Hardman,T.",singled,1,0,0,0,3,1
Oklahoma,5,bottom,1,"Mitchell,J.",grounded out,0,1,0,0,3,1
Oklahoma,5,bottom,2,"Brewster,B.",lined out,0,1,0,0,3,1
Oklahoma,5,bottom,2,"Walla,Milan",walked,1,1,0,0,3,1
Oklahoma,5,bottom,2,"Vujovich,J.",singled,1,0,1,1,4,1
Oklahoma,5,bottom,3,"Zaragoza,B.",flied out,1,0,1,0,4,1
Cal-Poly,6,top,1,Samuelson,grounded out,0,0,0,0,4,1
Cal-Poly,6,top,1,DiCarlo,singled,1,0,0,0,4,1
Cal-Poly,6,top,2,Wagenseller,flied out,1,0,0,0,4,1
Cal-Poly,6,top,3,Emmerson,struck out looking,1,0,0,0,4,1
Oklahoma,6,bottom,0,"Ware,Brylie",reached on a fielding error by ss,0,0,0,0,4,1
Oklahoma,6,bottom,0,"Lindsly,B.",doubled,0,1,0,1,5,1
Oklahoma,6,bottom,0,"McKenna,C.",singled,1,1,0,1,6,1
Oklahoma,6,bottom,1,"Hardman,T.",struck out swinging,1,1,0,0,6,1
Oklahoma,6,bottom,1,"McKenna,C.",advanced on wild pitch,0,1,0,0,6,1
Oklahoma,6,bottom,1,"Mitchell,J.",tripled,0,1,1,1,7,1
Oklahoma,6,bottom,2,"Brewster,B.",grounded out,0,1,1,1,8,1
Oklahoma,6,bottom,3,"Walla,Milan",grounded out,0,1,1,0,8,1
Cal-Poly,7,top,1,Esperanza,struck out swinging,0,0,0,0,8,1
Cal-Poly,7,top,1,Taylor,singled,1,0,0,0,8,1
Cal-Poly,7,top,1,Cano,doubled,0,1,1,0,8,1
Cal-Poly,7,top,2,Greene,flied out,0,1,1,0,8,1
Cal-Poly,7,top,2,Beesley,singled,1,1,1,2,8,3
Cal-Poly,7,top,3,Samuelson,lined out,1,1,1,0,8,3
Oklahoma,7,bottom,0,Cano,,0,0,0,0,8,3
Oklahoma,7,bottom,0,Gurnick,,0,0,0,0,8,3
Oklahoma,7,bottom,0,"Vujovich,J.",doubled,0,1,0,0,8,3
Oklahoma,7,bottom,1,"Zaragoza,B.",grounded out,0,1,0,0,8,3
Oklahoma,7,bottom,1,"Ware,Brylie",reached on a fielding error by 2b,0,0,1,0,8,3
Oklahoma,7,bottom,1,"Lindsly,B.",hit by pitch,1,1,0,0,8,3
Oklahoma,7,bottom,3,"McKenna,C.",grounded into double play ss,1,1,0,0,8,3
Cal-Poly,8,top,0,DiCarlo,walked,1,0,0,0,8,3
Cal-Poly,8,top,1,Wagenseller,struck out swinging,1,0,0,0,8,3
Cal-Poly,8,top,1,Emmerson,singled,1,1,0,0,8,3
Cal-Poly,8,top,2,Mackay,struck out swinging,0,0,0,0,8,3
Cal-Poly,8,top,3,Taylor,struck out looking,0,0,0,0,8,3
Oklahoma,8,bottom,0,Cano,,0,0,0,0,8,3
Oklahoma,8,bottom,0,Kuzma,,0,0,0,0,8,3
Oklahoma,8,bottom,1,"Hardman,T.",struck out swinging,0,0,0,0,8,3
Oklahoma,8,bottom,2,"Mitchell,J.",grounded out,0,0,0,0,8,3
Oklahoma,8,bottom,2,"Brewster,B.",doubled,0,0,0,0,8,3
Oklahoma,8,bottom,2,"Walla,Milan",singled,1,0,0,1,9,3
Oklahoma,8,bottom,3,"Vujovich,J.",grounded out,1,0,0,0,9,3
Cal-Poly,9,top,1,Cano,grounded out,0,0,0,0,9,3
Cal-Poly,9,top,1,Greene,singled,1,0,0,0,9,3
Cal-Poly,9,top,2,Beesley,struck out swinging,1,0,0,0,9,3
Cal-Poly,9,top,3,Samuelson,struck out swinging,1,0,0,0,9,3
Cal-Poly,1,top,1,Cano,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,2,Greene,grounded out,0,0,0,0,0,0
Cal-Poly,1,top,3,Beesley,grounded out,0,0,0,0,0,0
Oklahoma,1,bottom,0,"Vujovich,J.",reached on a fielding error by 2b,0,0,0,0,0,0
Oklahoma,1,bottom,0,"Zaragoza,B.",hit by pitch,1,1,0,0,0,0
Oklahoma,1,bottom,1,"Ware,Brylie",struck out looking,1,1,0,0,0,0
Oklahoma,1,bottom,2,"Zaragoza,B.",advanced on wild pitch,0,1,0,0,0,0
Oklahoma,1,bottom,3,"Lindsly,B.",struck out swinging,0,1,0,0,0,0
Cal-Poly,2,top,0,Samuelson,walked,1,0,0,0,0,0
Cal-Poly,2,top,1,DiCarlo,struck out swinging,1,0,0,0,0,0
Cal-Poly,2,top,2,Samuelson,out at second c,1,0,0,0,0,0
Cal-Poly,2,top,3,Wagenseller,struck out swinging,1,0,0,0,0,0
Oklahoma,2,bottom,0,"McKenna,C.",doubled,0,1,0,0,0,0
Oklahoma,2,bottom,1,"Cavalli,C.",lined out,0,1,0,0,0,0
Oklahoma,2,bottom,1,"Hardman,T.",doubled,0,1,0,1,1,0
Oklahoma,2,bottom,2,"Brewster,B.",struck out swinging,0,1,0,0,1,0
Oklahoma,2,bottom,3,"Walla,Milan",flied out,0,1,0,0,1,0
Cal-Poly,3,top,1,Emmerson,grounded out,0,0,0,0,1,0
Cal-Poly,3,top,1,Cabrera,doubled,0,1,0,0,1,0
Cal-Poly,3,top,2,Doherty,struck out swinging,0,1,0,0,1,0
Cal-Poly,3,top,3,Cano,flied out,0,1,0,0,1,0
Oklahoma,3,bottom,1,"Vujovich,J.",flied out,0,0,0,0,1,0
Oklahoma,3,bottom,1,"Zaragoza,B.",walked,1,0,0,0,1,0
Oklahoma,3,bottom,2,"Ware,Brylie",flied out,1,0,0,0,1,0
Oklahoma,3,bottom,3,"Lindsly,B.",fouled out,1,0,0,0,1,0
Cal-Poly,4,top,1,Greene,grounded out,0,0,0,0,1,0
Cal-Poly,4,top,1,Beesley,singled,1,0,0,0,1,0
Cal-Poly,4,top,3,Samuelson,grounded into double play ss,1,0,0,0,1,0
Oklahoma,4,bottom,1,"McKenna,C.",grounded out,0,0,0,0,1,0
Oklahoma,4,bottom,2,"Cavalli,C.",struck out swinging,0,0,0,0,1,0
Oklahoma,4,bottom,3,"Hardman,T.",struck out looking,0,0,0,0,1,0
Cal-Poly,5,top,1,DiCarlo,struck out looking,0,0,0,0,1,0
Cal-Poly,5,top,2,Wagenseller,grounded out,0,0,0,0,1,0
Cal-Poly,5,top,3,Emmerson,struck out swinging,0,0,0,0,1,0
Oklahoma,5,bottom,0,"Brewster,B.",2b,0,0,0,0,1,0
Oklahoma,5,bottom,1,"Walla,Milan",grounded out,0,0,1,0,1,0
Oklahoma,5,bottom,2,"Vujovich,J.",grounded out,0,0,1,1,2,0
Oklahoma,5,bottom,3,"Zaragoza,B.",flied out,0,0,1,0,2,0
Cal-Poly,6,top,1,Cabrera,popped up,0,0,0,0,2,0
Cal-Poly,6,top,2,Sands,grounded out,0,0,0,0,2,0
Cal-Poly,6,top,3,Cano,grounded out,0,0,0,0,2,0
Oklahoma,6,bottom,0,Gurnick,,0,0,0,0,2,0
Oklahoma,6,bottom,1,"Ware,Brylie",flied out,0,0,0,0,2,0
Oklahoma,6,bottom,1,"Lindsly,B.",doubled,0,1,0,0,2,0
Oklahoma,6,bottom,2,"McKenna,C.",grounded out,0,1,0,0,2,0
Oklahoma,6,bottom,3,"Cavalli,C.",flied out,0,1,0,0,2,0
Cal-Poly,7,top,1,Greene,grounded out,0,0,0,0,2,0
Cal-Poly,7,top,1,Beesley,singled,1,0,0,0,2,0
Cal-Poly,7,top,1,Samuelson,singled,1,0,1,0,2,0
Cal-Poly,7,top,2,DiCarlo,flied out,1,0,1,1,2,1
Cal-Poly,7,top,3,Wagenseller,grounded out,1,0,1,0,2,1
Oklahoma,7,bottom,1,"Hardman,T.",struck out swinging,0,0,0,0,2,1
Oklahoma,7,bottom,2,"Brewster,B.",flied out,0,0,0,0,2,1
Oklahoma,7,bottom,2,"Walla,Milan",doubled,0,1,0,0,2,1
Oklahoma,7,bottom,3,"Vujovich,J.",flied out,0,1,0,0,2,1
Cal-Poly,8,top,1,Emmerson,struck out swinging,0,0,0,0,2,1
Cal-Poly,8,top,1,Cabrera,walked,1,0,0,0,2,1
Cal-Poly,8,top,2,Taylor,reached on a fielder's choice,1,0,0,0,2,1
Cal-Poly,8,top,3,Cano,struck out swinging,1,0,0,0,2,1
Oklahoma,8,bottom,0,Kuzma,,0,0,0,0,2,1
Oklahoma,8,bottom,0,"Zaragoza,B.",walked,1,0,0,0,2,1
Oklahoma,8,bottom,1,"Ware,Brylie",flied out,1,0,0,0,2,1
Oklahoma,8,bottom,1,"Lindsly,B.",singled,1,1,0,0,2,1
Oklahoma,8,bottom,2,"McKenna,C.",doubled,1,1,0,2,4,1
Oklahoma,8,bottom,2,"Cavalli,C.",tripled,1,1,1,0,4,1
Oklahoma,8,bottom,2,"Hardman,T.",singled,1,1,1,1,5,1
Oklahoma,8,bottom,2,"Hardman,T.",advanced on wild pitch,0,1,0,0,5,1
Oklahoma,8,bottom,2,"Brewster,B.",walked,1,1,0,0,5,1
Oklahoma,8,bottom,3,"Walla,Milan",popped up,1,1,0,0,5,1
Cal-Poly,9,top,0,Greene,singled,1,0,0,0,5,1
Cal-Poly,9,top,1,Beesley,reached on a fielder's choice,1,0,0,0,5,1
Cal-Poly,9,top,1,Samuelson,singled,1,1,0,0,5,1
Cal-Poly,9,top,2,DiCarlo,struck out swinging,1,1,0,0,5,1
Cal-Poly,9,top,2,Wagenseller,singled,1,0,1,1,5,2
Cal-Poly,9,top,3,Mackay,popped up,1,0,1,0,5,2
Cal-Poly,1,top,0,Cano,walked.,1,0,0,0,0,0
Cal-Poly,1,top,1,Greene,grounded out,0,1,0,0,0,0
Cal-Poly,1,top,2,Beesley,flied out,0,0,1,0,0,0
Cal-Poly,1,top,3,Samuelson,struck out swinging.,0,0,1,0,0,0
CSU-Bakersfield,1,bottom,1,"Charles,E",struck out swinging.,0,0,0,0,0,0
CSU-Bakersfield,1,bottom,2,"Picketts,W",flied out,0,0,0,0,0,0
CSU-Bakersfield,1,bottom,3,"Rowley,J",struck out swinging.,0,0,0,0,0,0
Cal-Poly,2,top,1,DiCarlo,grounded out,0,0,0,0,0,0
Cal-Poly,2,top,2,Wagenseller,grounded out,0,0,0,0,0,0
Cal-Poly,2,top,2,Cabrera,walked.,1,0,0,0,0,0
Cal-Poly,2,top,3,Mackay,grounded out,1,0,0,0,0,0
CSU-Bakersfield,2,bottom,1,"Robles,S",grounded out,0,0,0,0,0,0
CSU-Bakersfield,2,bottom,2,"Henderson,D",struck out swinging.,0,0,0,0,0,0
CSU-Bakersfield,2,bottom,3,"Grossman,N",grounded out,0,0,0,0,0,0
Cal-Poly,3,top,0,Gurnik,walked.,1,0,0,0,0,0
Cal-Poly,3,top,0,Gurnik,advanced on wild pitch,0,1,0,0,0,0
Cal-Poly,3,top,1,Cano,struck out swinging.,0,1,0,0,0,0
Cal-Poly,3,top,1,Greene,singled,1,1,0,1,0,1
Cal-Poly,3,top,1,Beesley,advanced on wild pitch,1,1,0,0,0,1
Cal-Poly,3,top,2,Samuelson,struck out swinging.,1,1,0,0,0,1
Cal-Poly,3,top,2,DiCarlo,advanced on wild pitch,1,1,1,0,0,1
Cal-Poly,3,top,2,DiCarlo,advanced on wild pitch,0,1,1,1,0,2
Cal-Poly,3,top,2,DiCarlo,advanced on wild pitch,0,0,1,1,0,3
Cal-Poly,3,top,2,Wagenseller,walked.,1,0,1,0,0,3
Cal-Poly,3,top,3,Wagenseller,out at second c,1,0,1,0,0,3
CSU-Bakersfield,3,bottom,1,"Jorgensen,T",struck out swinging.,0,0,0,0,0,3
CSU-Bakersfield,3,bottom,2,"Ortega,J",flied out,0,0,0,0,0,3
CSU-Bakersfield,3,bottom,3,"Carrizosa,D",struck out swinging.,0,0,0,0,0,3
Cal-Poly,4,top,0,Cabrera,walked.,1,0,0,0,0,3
Cal-Poly,4,top,0,Mackay,advanced on wild pitch,1,1,0,0,0,3
Cal-Poly,4,top,1,Gurnik,grounded out,0,1,1,0,0,3
Cal-Poly,4,top,2,Cano,lined out,0,1,1,0,0,3
Cal-Poly,4,top,2,Greene,walked.,1,1,1,0,0,3
Cal-Poly,4,top,3,Beesley,singled,1,1,0,1,0,4
CSU-Bakersfield,4,bottom,0,"Charles,E",walked.,1,0,0,0,0,4
CSU-Bakersfield,4,bottom,1,"Picketts,W",struck out swinging.,1,0,0,0,0,4
CSU-Bakersfield,4,bottom,2,"Rowley,J",flied out,1,0,0,0,0,4
CSU-Bakersfield,4,bottom,2,"Robles,S",singled,1,1,0,0,0,4
CSU-Bakersfield,4,bottom,3,"Henderson,D",struck out swinging.,1,1,0,0,0,4
Cal-Poly,5,top,1,Samuelson,grounded out,0,0,0,0,0,4
Cal-Poly,5,top,2,DiCarlo,struck out swinging.,0,0,0,0,0,4
Cal-Poly,5,top,3,Wagenseller,grounded out,0,0,0,0,0,4
CSU-Bakersfield,5,bottom,0,"Grossman,N",singled,1,0,0,0,0,4
CSU-Bakersfield,5,bottom,0,"Jorgensen,T",singled,1,1,0,0,0,4
CSU-Bakersfield,5,bottom,1,"Ortega,J",Jorgensen,0,1,0,0,0,4
CSU-Bakersfield,5,bottom,3,"Carrizosa,D",grounded into double play 3b,0,1,0,0,0,4
Cal-Poly,6,top,1,Cabrera,grounded out,0,0,0,0,0,4
Cal-Poly,6,top,2,Mackay,struck out swinging.,0,0,0,0,0,4
Cal-Poly,6,top,2,Gurnik,singled,1,0,0,0,0,4
Cal-Poly,6,top,2,Gurnik,stole,1,1,0,0,0,4
Cal-Poly,6,top,2,Cano,walked.,1,1,0,0,0,4
Cal-Poly,6,top,3,Greene,flied out,1,1,0,0,0,4
CSU-Bakersfield,6,bottom,1,"Charles,E",struck out swinging.,0,0,0,0,0,4
CSU-Bakersfield,6,bottom,2,"Picketts,W",fouled out,0,0,0,0,0,4
CSU-Bakersfield,6,bottom,3,"Rowley,J",struck out swinging.,0,0,0,0,0,4
Cal-Poly,7,top,1,Beesley,grounded out,0,0,0,0,0,4
Cal-Poly,7,top,2,Samuelson,grounded out,0,0,0,0,0,4
Cal-Poly,7,top,3,DiCarlo,grounded out,0,0,0,0,0,4
CSU-Bakersfield,7,bottom,1,"Robles,S",struck out swinging.,0,0,0,0,0,4
CSU-Bakersfield,7,bottom,2,"Henderson,D",struck out swinging.,0,0,0,0,0,4
CSU-Bakersfield,7,bottom,3,"Grossman,N",flied out,0,0,0,0,0,4
Cal-Poly,8,top,0,"Oliver,J",,0,0,0,0,0,4
Cal-Poly,8,top,1,Wagenseller,struck out looking.,0,0,0,0,0,4
Cal-Poly,8,top,1,Cabrera,walked.,1,0,0,0,0,4
Cal-Poly,8,top,1,Mackay,singled,1,1,0,0,0,4
Cal-Poly,8,top,2,Gurnik,struck out swinging.,1,1,0,0,0,4
Cal-Poly,8,top,2,Cano,advanced on wild pitch,1,1,1,0,0,4
Cal-Poly,8,top,2,Greene,singled,1,1,1,1,0,5
Cal-Poly,8,top,2,Beesley,singled,1,1,0,2,0,7
Cal-Poly,8,top,3,Samuelson,struck out swinging.,1,1,0,0,0,7
CSU-Bakersfield,8,bottom,1,"Jorgensen,T",grounded out,0,0,0,0,0,7
CSU-Bakersfield,8,bottom,1,"Koch,R",walked.,1,0,0,0,0,7
CSU-Bakersfield,8,bottom,1,"Anderson,B",Koch,1,0,0,0,0,7
CSU-Bakersfield,8,bottom,2,"Berkey,E",struck out looking.,1,0,0,0,0,7
CSU-Bakersfield,8,bottom,3,"Oliver,J",grounded out,1,0,0,0,0,7
Cal-Poly,9,top,0,"Valletta,C",,0,0,0,0,0,7
Cal-Poly,9,top,0,"Saldivar,A",,0,0,0,0,0,7
Cal-Poly,9,top,0,"Berkey,E",,0,0,0,0,0,7
Cal-Poly,9,top,0,DiCarlo,singled,1,0,0,0,0,7
Cal-Poly,9,top,1,Wagenseller,reached on a fielder's choice; DiCarlo out at second 2b,1,0,0,0,0,7
Cal-Poly,9,top,1,Cabrera,advanced on wild pitch,1,1,0,0,0,7
Cal-Poly,9,top,2,Mackay,flied out,0,0,1,0,0,7
Cal-Poly,9,top,2,Cabrera,advanced on wild pitch,0,1,0,0,0,7
Cal-Poly,9,top,3,Gurnik,lined out,0,1,0,0,0,7
CSU-Bakersfield,9,bottom,0,"Picketts,W",walked.,1,0,0,0,0,7
CSU-Bakersfield,9,bottom,0,"Rowley,J",Picketts,0,1,0,0,0,7
CSU-Bakersfield,9,bottom,1,"Robles,S",struck out swinging.,0,1,0,0,0,7
CSU-Bakersfield,9,bottom,2,"Valletta,C",grounded out,0,1,1,0,0,7
CSU-Bakersfield,9,bottom,2,"Barba,N",walked.,1,1,1,0,0,7
CSU-Bakersfield,9,bottom,2,"Barba,N",advanced on wild pitch,0,1,1,1,1,7
CSU-Bakersfield,9,bottom,3,"Gonzales,A",grounded out,0,1,1,0,1,7
California,1,top,0,Baker,reached on a fielding error by 3b,0,0,0,0,0,0
California,1,top,1,Vaughn,grounded out,0,1,0,0,0,0
California,1,top,2,Lee,struck out looking,0,1,0,0,0,0
California,1,top,2,Baker,stole,0,1,1,0,0,0
California,1,top,3,Flower,struck out swinging,0,1,1,0,0,0
Cal-Poly,1,bottom,1,Cano,struck out swinging,0,0,0,0,0,0
Cal-Poly,1,bottom,1,Greene,singled,1,0,0,0,0,0
Cal-Poly,1,bottom,1,Beesley,singled,1,1,0,0,0,0
Cal-Poly,1,bottom,2,Emmerson,reached on a fielder's choice,0,0,1,0,0,0
Cal-Poly,1,bottom,2,DiCarlo,hit by pitch,1,1,0,0,0,0
Cal-Poly,1,bottom,3,Wagenseller,struck out swinging,1,1,0,0,0,0
California,2,top,0,Holman,singled,1,0,0,0,0,0
California,2,top,1,Selma,struck out swinging,1,0,0,0,0,0
California,2,top,2,Wezniak,struck out looking,1,0,0,0,0,0
California,2,top,2,McIlwain,doubled,0,1,1,0,0,0
California,2,top,3,Mack,ss,0,1,1,2,0,2
Cal-Poly,2,bottom,1,Samuelson,grounded out,0,0,0,0,0,2
Cal-Poly,2,bottom,1,Cabrera,singled,1,0,0,0,0,2
Cal-Poly,2,bottom,1,Gurnik,singled,1,1,0,0,0,2
Cal-Poly,2,bottom,1,Cano,singled,1,1,1,0,0,2
Cal-Poly,2,bottom,2,Greene,reached on a fielder's choice,0,0,1,1,1,2
